"id","name","code","department_id","province_id","created_at","updated_at","deleted_at"
927,"SAN FRANCISCO DE CAY","090106",11,88,"2025-10-28 18:14:39","2025-10-28 18:14:39",NULL
928,"SAN PEDRO DE CHAULAN","090107",11,88,"2025-10-28 18:14:39","2025-10-28 18:14:39",NULL
929,"SANTA MARIA DEL VALL","090108",11,88,"2025-10-28 18:14:40","2025-10-28 18:14:40",NULL
930,"YARUMAYO","090109",11,88,"2025-10-28 18:14:40","2025-10-28 18:14:40",NULL
931,"PILLCO MARCA","090111",11,88,"2025-10-28 18:14:40","2025-10-28 18:14:40",NULL
932,"YACUS","090112",11,88,"2025-10-28 18:14:41","2025-10-28 18:14:41",NULL
933,"SAN PABLO DE PILLAO","090113",11,88,"2025-10-28 18:14:41","2025-10-28 18:14:41",NULL
934,"AMBO","090201",11,89,"2025-10-28 18:14:42","2025-10-28 18:14:42",NULL
935,"CAYNA","090202",11,89,"2025-10-28 18:14:43","2025-10-28 18:14:43",NULL
936,"COLPAS","090203",11,89,"2025-10-28 18:14:43","2025-10-28 18:14:43",NULL
937,"CONCHAMARCA","090204",11,89,"2025-10-28 18:14:43","2025-10-28 18:14:43",NULL
938,"HUACAR","090205",11,89,"2025-10-28 18:14:44","2025-10-28 18:14:44",NULL
939,"SAN FRANCISCO","090206",11,89,"2025-10-28 18:14:44","2025-10-28 18:14:44",NULL
940,"SAN RAFAEL","090207",11,89,"2025-10-28 18:14:45","2025-10-28 18:14:45",NULL
941,"TOMAY KICHWA","090208",11,89,"2025-10-28 18:14:45","2025-10-28 18:14:45",NULL
942,"LA UNION","090301",11,90,"2025-10-28 18:14:46","2025-10-28 18:14:46",NULL
943,"CHUQUIS","090307",11,90,"2025-10-28 18:14:47","2025-10-28 18:14:47",NULL
944,"MARIAS","090312",11,90,"2025-10-28 18:14:47","2025-10-28 18:14:47",NULL
945,"PACHAS","090314",11,90,"2025-10-28 18:14:48","2025-10-28 18:14:48",NULL
946,"QUIVILLA","090316",11,90,"2025-10-28 18:14:48","2025-10-28 18:14:48",NULL
947,"RIPAN","090317",11,90,"2025-10-28 18:14:48","2025-10-28 18:14:48",NULL
948,"SHUNQUI","090321",11,90,"2025-10-28 18:14:49","2025-10-28 18:14:49",NULL
949,"SILLAPATA","090322",11,90,"2025-10-28 18:14:49","2025-10-28 18:14:49",NULL
950,"YANAS","090323",11,90,"2025-10-28 18:14:50","2025-10-28 18:14:50",NULL
951,"HUACAYBAMBA","090901",11,91,"2025-10-28 18:14:51","2025-10-28 18:14:51",NULL
952,"CANCHABAMBA","090903",11,91,"2025-10-28 18:14:51","2025-10-28 18:14:51",NULL
953,"COCHABAMBA","090904",11,91,"2025-10-28 18:14:52","2025-10-28 18:14:52",NULL
954,"PINRA","090902",11,91,"2025-10-28 18:14:52","2025-10-28 18:14:52",NULL
955,"LLATA","090401",11,92,"2025-10-28 18:14:53","2025-10-28 18:14:53",NULL
956,"ARANCAY","090402",11,92,"2025-10-28 18:14:54","2025-10-28 18:14:54",NULL
957,"CHAVIN DE PARIARCA","090403",11,92,"2025-10-28 18:14:54","2025-10-28 18:14:54",NULL
958,"JACAS GRANDE","090404",11,92,"2025-10-28 18:14:55","2025-10-28 18:14:55",NULL
959,"JIRCAN","090405",11,92,"2025-10-28 18:14:55","2025-10-28 18:14:55",NULL
960,"MIRAFLORES","090406",11,92,"2025-10-28 18:14:55","2025-10-28 18:14:55",NULL
961,"MONZON","090407",11,92,"2025-10-28 18:14:56","2025-10-28 18:14:56",NULL
962,"PUNCHAO","090408",11,92,"2025-10-28 18:14:56","2025-10-28 18:14:56",NULL
963,"PUÑOS","090409",11,92,"2025-10-28 18:14:57","2025-10-28 18:14:57",NULL
964,"SINGA","090410",11,92,"2025-10-28 18:14:57","2025-10-28 18:14:57",NULL
965,"TANTAMAYO","090411",11,92,"2025-10-28 18:14:57","2025-10-28 18:14:57",NULL
966,"RUPA-RUPA","090601",11,93,"2025-10-28 18:14:58","2025-10-28 18:14:58",NULL
967,"DANIEL ALOMIAS ROBLE","090602",11,93,"2025-10-28 18:14:59","2025-10-28 18:14:59",NULL
968,"HERMILIO VALDIZAN","090603",11,93,"2025-10-28 18:14:59","2025-10-28 18:14:59",NULL
969,"JOSE CRESPO Y CASTIL","090606",11,93,"2025-10-28 18:15:00","2025-10-28 18:15:00",NULL
970,"LUYANDO","090604",11,93,"2025-10-28 18:15:00","2025-10-28 18:15:00",NULL
971,"MARIANO DAMASO BERAU","090605",11,93,"2025-10-28 18:15:00","2025-10-28 18:15:00",NULL
972,"PUCAYACU","090607",11,93,"2025-10-28 18:15:01","2025-10-28 18:15:01",NULL
973,"CASTILLO GRANDE","090608",11,93,"2025-10-28 18:15:01","2025-10-28 18:15:01",NULL
974,"PUEBLO NUEVO","090609",11,93,"2025-10-28 18:15:02","2025-10-28 18:15:02",NULL
975,"SANTO DOMINGO DE AND","090610",11,93,"2025-10-28 18:15:02","2025-10-28 18:15:02",NULL
976,"HUACRACHUCO","090501",11,94,"2025-10-28 18:15:03","2025-10-28 18:15:03",NULL
977,"CHOLON","090502",11,94,"2025-10-28 18:15:03","2025-10-28 18:15:03",NULL
978,"SAN BUENAVENTURA","090505",11,94,"2025-10-28 18:15:04","2025-10-28 18:15:04",NULL
979,"LA MORADA","090506",11,94,"2025-10-28 18:15:04","2025-10-28 18:15:04",NULL
980,"SANTA ROSA DE ALTO Y","090507",11,94,"2025-10-28 18:15:05","2025-10-28 18:15:05",NULL
981,"PANAO","090701",11,95,"2025-10-28 18:15:06","2025-10-28 18:15:06",NULL
982,"CHAGLLA","090702",11,95,"2025-10-28 18:15:06","2025-10-28 18:15:06",NULL
983,"MOLINO","090704",11,95,"2025-10-28 18:15:07","2025-10-28 18:15:07",NULL
984,"UMARI","090706",11,95,"2025-10-28 18:15:07","2025-10-28 18:15:07",NULL
985,"PUERTO INCA","090802",11,96,"2025-10-28 18:15:08","2025-10-28 18:15:08",NULL
986,"CODO DEL POZUZO","090803",11,96,"2025-10-28 18:15:08","2025-10-28 18:15:08",NULL
987,"HONORIA","090801",11,96,"2025-10-28 18:15:09","2025-10-28 18:15:09",NULL
988,"TOURNAVISTA","090804",11,96,"2025-10-28 18:15:09","2025-10-28 18:15:09",NULL
989,"YUYAPICHIS","090805",11,96,"2025-10-28 18:15:10","2025-10-28 18:15:10",NULL
990,"JESUS","091001",11,97,"2025-10-28 18:15:11","2025-10-28 18:15:11",NULL
991,"BAÑOS","091002",11,97,"2025-10-28 18:15:12","2025-10-28 18:15:12",NULL
992,"JIVIA","091007",11,97,"2025-10-28 18:15:12","2025-10-28 18:15:12",NULL
993,"QUEROPALCA","091004",11,97,"2025-10-28 18:15:12","2025-10-28 18:15:12",NULL
994,"RONDOS","091006",11,97,"2025-10-28 18:15:13","2025-10-28 18:15:13",NULL
995,"SAN FRANCISCO DE ASI","091003",11,97,"2025-10-28 18:15:13","2025-10-28 18:15:13",NULL
996,"SAN MIGUEL DE CAURI","091005",11,97,"2025-10-28 18:15:14","2025-10-28 18:15:14",NULL
997,"CHAVINILLO","091101",11,98,"2025-10-28 18:15:15","2025-10-28 18:15:15",NULL
998,"CAHUAC","091103",11,98,"2025-10-28 18:15:15","2025-10-28 18:15:15",NULL
999,"CHACABAMBA","091104",11,98,"2025-10-28 18:15:16","2025-10-28 18:15:16",NULL
1000,"APARICIO POMARES","091102",11,98,"2025-10-28 18:15:16","2025-10-28 18:15:16",NULL
1001,"JACAS CHICO","091105",11,98,"2025-10-28 18:15:16","2025-10-28 18:15:16",NULL
1002,"OBAS","091106",11,98,"2025-10-28 18:15:17","2025-10-28 18:15:17",NULL
1003,"PAMPAMARCA","091107",11,98,"2025-10-28 18:15:17","2025-10-28 18:15:17",NULL
1004,"CHORAS","091108",11,98,"2025-10-28 18:15:18","2025-10-28 18:15:18",NULL
1005,"ICA","100101",12,99,"2025-10-28 18:15:19","2025-10-28 18:15:19",NULL
1006,"LA TINGUIÑA","100102",12,99,"2025-10-28 18:15:19","2025-10-28 18:15:19",NULL
1007,"LOS AQUIJES","100103",12,99,"2025-10-28 18:15:20","2025-10-28 18:15:20",NULL
1008,"OCUCAJE","100114",12,99,"2025-10-28 18:15:20","2025-10-28 18:15:20",NULL
1009,"PACHACUTEC","100113",12,99,"2025-10-28 18:15:21","2025-10-28 18:15:21",NULL
1010,"PARCONA","100104",12,99,"2025-10-28 18:15:21","2025-10-28 18:15:21",NULL
1011,"PUEBLO NUEVO","100105",12,99,"2025-10-28 18:15:22","2025-10-28 18:15:22",NULL
1012,"SALAS","100106",12,99,"2025-10-28 18:15:22","2025-10-28 18:15:22",NULL
1013,"SAN JOSE DE LOS MOLI","100107",12,99,"2025-10-28 18:15:22","2025-10-28 18:15:22",NULL
1014,"SAN JUAN BAUTISTA","100108",12,99,"2025-10-28 18:15:23","2025-10-28 18:15:23",NULL
1015,"SANTIAGO","100109",12,99,"2025-10-28 18:15:23","2025-10-28 18:15:23",NULL
1016,"SUBTANJALLA","100110",12,99,"2025-10-28 18:15:24","2025-10-28 18:15:24",NULL
1017,"TATE","100112",12,99,"2025-10-28 18:15:24","2025-10-28 18:15:24",NULL
1018,"YAUCA DEL ROSARIO","100111",12,99,"2025-10-28 18:15:25","2025-10-28 18:15:25",NULL
1019,"CHINCHA ALTA","100201",12,100,"2025-10-28 18:15:25","2025-10-28 18:15:25",NULL
1020,"ALTO LARAN","100209",12,100,"2025-10-28 18:15:26","2025-10-28 18:15:26",NULL
1021,"CHAVIN","100202",12,100,"2025-10-28 18:15:26","2025-10-28 18:15:26",NULL
1022,"CHINCHA BAJA","100203",12,100,"2025-10-28 18:15:27","2025-10-28 18:15:27",NULL
1023,"EL CARMEN","100204",12,100,"2025-10-28 18:15:27","2025-10-28 18:15:27",NULL
1024,"GROCIO PRADO","100205",12,100,"2025-10-28 18:15:28","2025-10-28 18:15:28",NULL
1025,"PUEBLO NUEVO","100210",12,100,"2025-10-28 18:15:28","2025-10-28 18:15:28",NULL
1026,"SAN JUAN DE YANAC","100211",12,100,"2025-10-28 18:15:28","2025-10-28 18:15:28",NULL
1027,"SAN PEDRO DE HUACARP","100206",12,100,"2025-10-28 18:15:29","2025-10-28 18:15:29",NULL
1028,"SUNAMPE","100207",12,100,"2025-10-28 18:15:29","2025-10-28 18:15:29",NULL
1029,"TAMBO DE MORA","100208",12,100,"2025-10-28 18:15:30","2025-10-28 18:15:30",NULL
1030,"NAZCA","100301",12,101,"2025-10-28 18:15:31","2025-10-28 18:15:31",NULL
1031,"CHANGUILLO","100302",12,101,"2025-10-28 18:15:31","2025-10-28 18:15:31",NULL
1032,"EL INGENIO","100303",12,101,"2025-10-28 18:15:31","2025-10-28 18:15:31",NULL
1033,"MARCONA","100304",12,101,"2025-10-28 18:15:32","2025-10-28 18:15:32",NULL
1034,"VISTA ALEGRE","100305",12,101,"2025-10-28 18:15:32","2025-10-28 18:15:32",NULL
1035,"PALPA","100501",12,102,"2025-10-28 18:15:33","2025-10-28 18:15:33",NULL
1036,"LLIPATA","100502",12,102,"2025-10-28 18:15:34","2025-10-28 18:15:34",NULL
1037,"RIO GRANDE","100503",12,102,"2025-10-28 18:15:34","2025-10-28 18:15:34",NULL
1038,"SANTA CRUZ","100504",12,102,"2025-10-28 18:15:35","2025-10-28 18:15:35",NULL
1039,"TIBILLO","100505",12,102,"2025-10-28 18:15:35","2025-10-28 18:15:35",NULL
1040,"PISCO","100401",12,103,"2025-10-28 18:15:36","2025-10-28 18:15:36",NULL
1041,"HUANCANO","100402",12,103,"2025-10-28 18:15:37","2025-10-28 18:15:37",NULL
1042,"HUMAY","100403",12,103,"2025-10-28 18:15:37","2025-10-28 18:15:37",NULL
1043,"INDEPENDENCIA","100404",12,103,"2025-10-28 18:15:37","2025-10-28 18:15:37",NULL
1044,"PARACAS","100405",12,103,"2025-10-28 18:15:38","2025-10-28 18:15:38",NULL
1045,"SAN ANDRES","100406",12,103,"2025-10-28 18:15:38","2025-10-28 18:15:38",NULL
1046,"SAN CLEMENTE","100407",12,103,"2025-10-28 18:15:39","2025-10-28 18:15:39",NULL
1047,"TUPAC AMARU INCA","100408",12,103,"2025-10-28 18:15:39","2025-10-28 18:15:39",NULL
1048,"HUANCAYO","110101",13,104,"2025-10-28 18:15:41","2025-10-28 18:15:41",NULL
1049,"CARHUACALLANGA","110103",13,104,"2025-10-28 18:15:41","2025-10-28 18:15:41",NULL
1050,"CHACAPAMPA","110106",13,104,"2025-10-28 18:15:42","2025-10-28 18:15:42",NULL
1051,"CHICCHE","110107",13,104,"2025-10-28 18:15:42","2025-10-28 18:15:42",NULL
1052,"CHILCA","110108",13,104,"2025-10-28 18:15:42","2025-10-28 18:15:42",NULL
1053,"CHONGOS ALTO","110109",13,104,"2025-10-28 18:15:43","2025-10-28 18:15:43",NULL
1054,"CHUPURO","110112",13,104,"2025-10-28 18:15:43","2025-10-28 18:15:43",NULL
1055,"COLCA","110104",13,104,"2025-10-28 18:15:44","2025-10-28 18:15:44",NULL
1056,"CULLHUAS","110105",13,104,"2025-10-28 18:15:44","2025-10-28 18:15:44",NULL
1057,"EL TAMBO","110113",13,104,"2025-10-28 18:15:45","2025-10-28 18:15:45",NULL
1058,"HUACRAPUQUIO","110114",13,104,"2025-10-28 18:15:45","2025-10-28 18:15:45",NULL
1059,"HUALHUAS","110116",13,104,"2025-10-28 18:15:46","2025-10-28 18:15:46",NULL
1060,"HUANCAN","110118",13,104,"2025-10-28 18:15:46","2025-10-28 18:15:46",NULL
1061,"HUASICANCHA","110119",13,104,"2025-10-28 18:15:47","2025-10-28 18:15:47",NULL
1062,"HUAYUCACHI","110120",13,104,"2025-10-28 18:15:47","2025-10-28 18:15:47",NULL
1063,"INGENIO","110121",13,104,"2025-10-28 18:15:47","2025-10-28 18:15:47",NULL
1064,"PARIAHUANCA","110122",13,104,"2025-10-28 18:15:48","2025-10-28 18:15:48",NULL
1065,"PILCOMAYO","110123",13,104,"2025-10-28 18:15:48","2025-10-28 18:15:48",NULL
1066,"PUCARA","110124",13,104,"2025-10-28 18:15:49","2025-10-28 18:15:49",NULL
1067,"QUICHUAY","110125",13,104,"2025-10-28 18:15:49","2025-10-28 18:15:49",NULL
1068,"QUILCAS","110126",13,104,"2025-10-28 18:15:50","2025-10-28 18:15:50",NULL
1069,"SAN AGUSTIN","110127",13,104,"2025-10-28 18:15:50","2025-10-28 18:15:50",NULL
1070,"SAN JERONIMO DE TUNA","110128",13,104,"2025-10-28 18:15:50","2025-10-28 18:15:50",NULL
1071,"SAÑO","110132",13,104,"2025-10-28 18:15:51","2025-10-28 18:15:51",NULL
1072,"SAPALLANGA","110133",13,104,"2025-10-28 18:15:51","2025-10-28 18:15:51",NULL
1073,"SICAYA","110134",13,104,"2025-10-28 18:15:52","2025-10-28 18:15:52",NULL
1074,"SANTO DOMINGO DE ACO","110131",13,104,"2025-10-28 18:15:52","2025-10-28 18:15:52",NULL
1075,"VIQUES","110136",13,104,"2025-10-28 18:15:53","2025-10-28 18:15:53",NULL
1076,"CONCEPCION","110201",13,105,"2025-10-28 18:15:53","2025-10-28 18:15:53",NULL
1077,"ACO","110202",13,105,"2025-10-28 18:15:54","2025-10-28 18:15:54",NULL
1078,"ANDAMARCA","110203",13,105,"2025-10-28 18:15:54","2025-10-28 18:15:54",NULL
1079,"CHAMBARA","110206",13,105,"2025-10-28 18:15:55","2025-10-28 18:15:55",NULL
1080,"COCHAS","110205",13,105,"2025-10-28 18:15:55","2025-10-28 18:15:55",NULL
1081,"COMAS","110204",13,105,"2025-10-28 18:15:56","2025-10-28 18:15:56",NULL
1082,"HEROINAS TOLEDO","110207",13,105,"2025-10-28 18:15:56","2025-10-28 18:15:56",NULL
1083,"MANZANARES","110208",13,105,"2025-10-28 18:15:56","2025-10-28 18:15:56",NULL
1084,"MARISCAL CASTILLA","110209",13,105,"2025-10-28 18:15:57","2025-10-28 18:15:57",NULL
1085,"MATAHUASI","110210",13,105,"2025-10-28 18:15:58","2025-10-28 18:15:58",NULL
1086,"MITO","110211",13,105,"2025-10-28 18:15:58","2025-10-28 18:15:58",NULL
1087,"NUEVE DE JULIO","110212",13,105,"2025-10-28 18:15:59","2025-10-28 18:15:59",NULL
1088,"ORCOTUNA","110213",13,105,"2025-10-28 18:15:59","2025-10-28 18:15:59",NULL
1089,"SAN JOSE DE QUERO","110215",13,105,"2025-10-28 18:15:59","2025-10-28 18:15:59",NULL
1090,"SANTA ROSA DE OCOPA","110214",13,105,"2025-10-28 18:16:00","2025-10-28 18:16:00",NULL
1091,"CHANCHAMAYO","110801",13,106,"2025-10-28 18:16:01","2025-10-28 18:16:01",NULL
1092,"PERENE","110806",13,106,"2025-10-28 18:16:01","2025-10-28 18:16:01",NULL
1093,"PICHANAQUI","110805",13,106,"2025-10-28 18:16:02","2025-10-28 18:16:02",NULL
1094,"SAN LUIS DE SHUARO","110804",13,106,"2025-10-28 18:16:02","2025-10-28 18:16:02",NULL
1095,"SAN RAMON","110802",13,106,"2025-10-28 18:16:03","2025-10-28 18:16:03",NULL
1096,"VITOC","110803",13,106,"2025-10-28 18:16:03","2025-10-28 18:16:03",NULL
1097,"JAUJA","110301",13,107,"2025-10-28 18:16:04","2025-10-28 18:16:04",NULL
1098,"ACOLLA","110302",13,107,"2025-10-28 18:16:05","2025-10-28 18:16:05",NULL
1099,"APATA","110303",13,107,"2025-10-28 18:16:05","2025-10-28 18:16:05",NULL
1100,"ATAURA","110304",13,107,"2025-10-28 18:16:05","2025-10-28 18:16:05",NULL
1101,"CANCHAYLLO","110305",13,107,"2025-10-28 18:16:06","2025-10-28 18:16:06",NULL
1102,"CURICACA","110331",13,107,"2025-10-28 18:16:06","2025-10-28 18:16:06",NULL
1103,"EL MANTARO","110306",13,107,"2025-10-28 18:16:07","2025-10-28 18:16:07",NULL
1104,"HUAMALI","110307",13,107,"2025-10-28 18:16:07","2025-10-28 18:16:07",NULL
1105,"HUARIPAMPA","110308",13,107,"2025-10-28 18:16:08","2025-10-28 18:16:08",NULL
1106,"HUERTAS","110309",13,107,"2025-10-28 18:16:08","2025-10-28 18:16:08",NULL
1107,"JANJAILLO","110310",13,107,"2025-10-28 18:16:08","2025-10-28 18:16:08",NULL
1108,"JULCAN","110311",13,107,"2025-10-28 18:16:09","2025-10-28 18:16:09",NULL
1109,"LEONOR ORDOÑEZ","110312",13,107,"2025-10-28 18:16:09","2025-10-28 18:16:09",NULL
1110,"LLOCLLAPAMPA","110313",13,107,"2025-10-28 18:16:10","2025-10-28 18:16:10",NULL
1111,"MARCO","110314",13,107,"2025-10-28 18:16:10","2025-10-28 18:16:10",NULL
1112,"MASMA","110315",13,107,"2025-10-28 18:16:10","2025-10-28 18:16:10",NULL
1113,"MASMA CHICCHE","110332",13,107,"2025-10-28 18:16:11","2025-10-28 18:16:11",NULL
1114,"MOLINOS","110316",13,107,"2025-10-28 18:16:11","2025-10-28 18:16:11",NULL
1115,"MONOBAMBA","110317",13,107,"2025-10-28 18:16:12","2025-10-28 18:16:12",NULL
1116,"MUQUI","110318",13,107,"2025-10-28 18:16:12","2025-10-28 18:16:12",NULL
1117,"MUQUIYAUYO","110319",13,107,"2025-10-28 18:16:13","2025-10-28 18:16:13",NULL
1118,"PACA","110320",13,107,"2025-10-28 18:16:13","2025-10-28 18:16:13",NULL
1119,"PACCHA","110321",13,107,"2025-10-28 18:16:13","2025-10-28 18:16:13",NULL
1120,"PANCAN","110322",13,107,"2025-10-28 18:16:14","2025-10-28 18:16:14",NULL
1121,"PARCO","110323",13,107,"2025-10-28 18:16:14","2025-10-28 18:16:14",NULL
1122,"POMACANCHA","110324",13,107,"2025-10-28 18:16:15","2025-10-28 18:16:15",NULL
1123,"RICRAN","110325",13,107,"2025-10-28 18:16:15","2025-10-28 18:16:15",NULL
1124,"SAN LORENZO","110326",13,107,"2025-10-28 18:16:16","2025-10-28 18:16:16",NULL
1125,"SAN PEDRO DE CHUNAN","110327",13,107,"2025-10-28 18:16:16","2025-10-28 18:16:16",NULL
1126,"SAUSA","110333",13,107,"2025-10-28 18:16:16","2025-10-28 18:16:16",NULL
1127,"SINCOS","110328",13,107,"2025-10-28 18:16:17","2025-10-28 18:16:17",NULL
1128,"TUNAN MARCA","110329",13,107,"2025-10-28 18:16:17","2025-10-28 18:16:17",NULL
1129,"YAULI","110330",13,107,"2025-10-28 18:16:18","2025-10-28 18:16:18",NULL
1130,"YAUYOS","110334",13,107,"2025-10-28 18:16:18","2025-10-28 18:16:18",NULL
1131,"JUNIN","110401",13,108,"2025-10-28 18:16:19","2025-10-28 18:16:19",NULL
1132,"CARHUAMAYO","110402",13,108,"2025-10-28 18:16:20","2025-10-28 18:16:20",NULL
1133,"ONDORES","110403",13,108,"2025-10-28 18:16:20","2025-10-28 18:16:20",NULL
1134,"ULCUMAYO","110404",13,108,"2025-10-28 18:16:21","2025-10-28 18:16:21",NULL
1135,"SATIPO","110701",13,109,"2025-10-28 18:16:22","2025-10-28 18:16:22",NULL
1136,"COVIRIALI","110702",13,109,"2025-10-28 18:16:22","2025-10-28 18:16:22",NULL
1137,"LLAYLLA","110703",13,109,"2025-10-28 18:16:23","2025-10-28 18:16:23",NULL
1138,"MAZAMARI","110704",13,109,"2025-10-28 18:16:23","2025-10-28 18:16:23",NULL
1139,"PAMPA HERMOSA","110705",13,109,"2025-10-28 18:16:24","2025-10-28 18:16:24",NULL
1140,"PANGOA","110706",13,109,"2025-10-28 18:16:24","2025-10-28 18:16:24",NULL
1141,"RIO NEGRO","110707",13,109,"2025-10-28 18:16:25","2025-10-28 18:16:25",NULL
1142,"RIO TAMBO","110708",13,109,"2025-10-28 18:16:25","2025-10-28 18:16:25",NULL
1143,"VIZCATAN DEL ENE","110709",13,109,"2025-10-28 18:16:26","2025-10-28 18:16:26",NULL
1144,"TARMA","110501",13,110,"2025-10-28 18:16:27","2025-10-28 18:16:27",NULL
1145,"ACOBAMBA","110502",13,110,"2025-10-28 18:16:27","2025-10-28 18:16:27",NULL
1146,"HUARICOLCA","110503",13,110,"2025-10-28 18:16:27","2025-10-28 18:16:27",NULL
1147,"HUASAHUASI","110504",13,110,"2025-10-28 18:16:28","2025-10-28 18:16:28",NULL
1148,"LA UNION","110505",13,110,"2025-10-28 18:16:28","2025-10-28 18:16:28",NULL
1149,"PALCA","110506",13,110,"2025-10-28 18:16:29","2025-10-28 18:16:29",NULL
1150,"PALCAMAYO","110507",13,110,"2025-10-28 18:16:30","2025-10-28 18:16:30",NULL
1151,"SAN PEDRO DE CAJAS","110508",13,110,"2025-10-28 18:16:30","2025-10-28 18:16:30",NULL
1152,"TAPO","110509",13,110,"2025-10-28 18:16:30","2025-10-28 18:16:30",NULL
1153,"LA OROYA","110601",13,111,"2025-10-28 18:16:31","2025-10-28 18:16:31",NULL
1154,"CHACAPALPA","110602",13,111,"2025-10-28 18:16:32","2025-10-28 18:16:32",NULL
1155,"HUAY-HUAY","110603",13,111,"2025-10-28 18:16:32","2025-10-28 18:16:32",NULL
1156,"MARCAPOMACOCHA","110604",13,111,"2025-10-28 18:16:33","2025-10-28 18:16:33",NULL
1157,"MOROCOCHA","110605",13,111,"2025-10-28 18:16:33","2025-10-28 18:16:33",NULL
1158,"PACCHA","110606",13,111,"2025-10-28 18:16:33","2025-10-28 18:16:33",NULL
1159,"SANTA BARBARA DE CAR","110607",13,111,"2025-10-28 18:16:34","2025-10-28 18:16:34",NULL
1160,"SANTA ROSA DE SACCO","110610",13,111,"2025-10-28 18:16:34","2025-10-28 18:16:34",NULL
1161,"SUITUCANCHA","110608",13,111,"2025-10-28 18:16:35","2025-10-28 18:16:35",NULL
1162,"YAULI","110609",13,111,"2025-10-28 18:16:35","2025-10-28 18:16:35",NULL
1163,"CHUPACA","110901",13,112,"2025-10-28 18:16:36","2025-10-28 18:16:36",NULL
1164,"AHUAC","110902",13,112,"2025-10-28 18:16:36","2025-10-28 18:16:36",NULL
1165,"CHONGOS BAJO","110903",13,112,"2025-10-28 18:16:37","2025-10-28 18:16:37",NULL
1166,"HUACHAC","110904",13,112,"2025-10-28 18:16:37","2025-10-28 18:16:37",NULL
1167,"HUAMANCACA CHICO","110905",13,112,"2025-10-28 18:16:38","2025-10-28 18:16:38",NULL
1168,"SAN JUAN DE YSCOS","110906",13,112,"2025-10-28 18:16:38","2025-10-28 18:16:38",NULL
1169,"SAN JUAN DE JARPA","110907",13,112,"2025-10-28 18:16:39","2025-10-28 18:16:39",NULL
1170,"TRES DE DICIEMBRE","110908",13,112,"2025-10-28 18:16:39","2025-10-28 18:16:39",NULL
1171,"YANACANCHA","110909",13,112,"2025-10-28 18:16:39","2025-10-28 18:16:39",NULL
1172,"TRUJILLO","120101",14,113,"2025-10-28 18:16:41","2025-10-28 18:16:41",NULL
1173,"EL PORVENIR","120110",14,113,"2025-10-28 18:16:41","2025-10-28 18:16:41",NULL
1174,"FLORENCIA DE MORA","120112",14,113,"2025-10-28 18:16:42","2025-10-28 18:16:42",NULL
1175,"HUANCHACO","120102",14,113,"2025-10-28 18:16:42","2025-10-28 18:16:42",NULL
1176,"LA ESPERANZA","120111",14,113,"2025-10-28 18:16:42","2025-10-28 18:16:42",NULL
1177,"LAREDO","120103",14,113,"2025-10-28 18:16:43","2025-10-28 18:16:43",NULL
1178,"MOCHE","120104",14,113,"2025-10-28 18:16:43","2025-10-28 18:16:43",NULL
1179,"POROTO","120109",14,113,"2025-10-28 18:16:44","2025-10-28 18:16:44",NULL
1180,"SALAVERRY","120105",14,113,"2025-10-28 18:16:44","2025-10-28 18:16:44",NULL
1181,"SIMBAL","120106",14,113,"2025-10-28 18:16:45","2025-10-28 18:16:45",NULL
1182,"VICTOR LARCO HERRERA","120107",14,113,"2025-10-28 18:16:45","2025-10-28 18:16:45",NULL
1183,"ASCOPE","120801",14,114,"2025-10-28 18:16:46","2025-10-28 18:16:46",NULL
1184,"CHICAMA","120802",14,114,"2025-10-28 18:16:47","2025-10-28 18:16:47",NULL
1185,"CHOCOPE","120803",14,114,"2025-10-28 18:16:47","2025-10-28 18:16:47",NULL
1186,"MAGDALENA DE CAO","120805",14,114,"2025-10-28 18:16:48","2025-10-28 18:16:48",NULL
1187,"PAIJAN","120806",14,114,"2025-10-28 18:16:48","2025-10-28 18:16:48",NULL
1188,"RAZURI","120807",14,114,"2025-10-28 18:16:49","2025-10-28 18:16:49",NULL
1189,"SANTIAGO DE CAO","120804",14,114,"2025-10-28 18:16:49","2025-10-28 18:16:49",NULL
1190,"CASA GRANDE","120808",14,114,"2025-10-28 18:16:50","2025-10-28 18:16:50",NULL
1191,"BOLIVAR","120201",14,115,"2025-10-28 18:16:51","2025-10-28 18:16:51",NULL
1192,"BAMBAMARCA","120202",14,115,"2025-10-28 18:16:51","2025-10-28 18:16:51",NULL
1193,"CONDORMARCA","120203",14,115,"2025-10-28 18:16:52","2025-10-28 18:16:52",NULL
1194,"LONGOTEA","120204",14,115,"2025-10-28 18:16:52","2025-10-28 18:16:52",NULL
1195,"UCHUMARCA","120206",14,115,"2025-10-28 18:16:53","2025-10-28 18:16:53",NULL
1196,"UCUNCHA","120205",14,115,"2025-10-28 18:16:53","2025-10-28 18:16:53",NULL
1197,"CHEPEN","120901",14,116,"2025-10-28 18:16:54","2025-10-28 18:16:54",NULL
1198,"PACANGA","120902",14,116,"2025-10-28 18:16:54","2025-10-28 18:16:54",NULL
1199,"PUEBLO NUEVO","120903",14,116,"2025-10-28 18:16:55","2025-10-28 18:16:55",NULL
1200,"JULCAN","121001",14,117,"2025-10-28 18:16:55","2025-10-28 18:16:55",NULL
1201,"CALAMARCA","121003",14,117,"2025-10-28 18:16:56","2025-10-28 18:16:56",NULL
1202,"CARABAMBA","121002",14,117,"2025-10-28 18:16:56","2025-10-28 18:16:56",NULL
